text,interview_id,theme,sentiment
' Make it feel less like I'm building a system and more like I'm just getting started,interview_17,Setup Fatigue,neutral
"Start with the absolute basics—just tasks—and then as I use it, maybe introduce ONE new feature at a time",interview_17,Other,neutral
"'Hey, looks like you're using this a lot, would tags help you",interview_17,Other,positive
"The tool should feel like a partner, not a judge",interview_17,Productivity Guilt,negative
"Maybe hide completed tasks by default so I see what I've accomplished, not what I haven't",interview_17,Other,positive
"Or limit how many tasks I can see at once—like, force me to focus on three things instead of showing me all 50",interview_17,Prioritization Difficulty,neutral
Sometimes constraints are actually freeing,interview_17,Other,neutral
please make something that doesn't make people feel stupid or inadequate,interview_17,Productivity Guilt,neutral
That's the biggest thing,interview_17,Other,neutral
"Productivity tools should empower you, not make you feel worse about yourself",interview_17,Social Comparison Anxiety,neutral
─────────────────────────────────────────────────────────────,interview_17,Other,neutral
"I'm 18 years old, and I'm a college student",interview_18,Other,neutral
I've been trying to get better at managing my tasks and projects,interview_18,Other,positive
"Yeah, I've tried Asana, Trello, Evernote",interview_18,Tool Hopping Behavior,neutral
"I get really excited at first—like, THIS is going to be the thing that changes everything",interview_18,Other,positive
"I spend the first few days adding all my tasks, color-coding things, setting up reminders",interview_18,Setup Fatigue,neutral
"I don't know, life gets busy, I miss a few days, and when I come back there's this huge list of overdue tasks with red notifications everywhere",interview_18,Productivity Guilt,neutral
"It makes me feel terrible, so I just stop opening the app",interview_18,Productivity Guilt,negative
It's like the app is judging me,interview_18,Productivity Guilt,negative
"I know that sounds silly, but seeing all those incomplete tasks just reminds me that I'm failing",interview_18,Productivity Guilt,negative
And then I feel guilty about abandoning THAT too,interview_18,Productivity Guilt,negative
"So I download the app, create an account, and then",interview_18,Other,neutral
"It's like, 'okay, now what",interview_18,Other,neutral
' I usually end up watching a 30-minute YouTube tutorial just to understand the basics,interview_18,Setup Fatigue,neutral
Then I spend another hour or two trying to recreate what I saw in the video,interview_18,Other,neutral
"By the time I'm done setting it up, I'm mentally exhausted and I haven't actually DONE anything productive yet",interview_18,Other,negative
I'm never sure if I set it up 'correctly,interview_18,Other,neutral
"' Like, am I using the right template",interview_18,Setup Fatigue,neutral
Should I use tags or folders,interview_18,Social Comparison Anxiety,neutral
Should I create separate workspaces for work and personal,interview_18,Context Switching,neutral
"There's no right answer, so I keep second-guessing myself",interview_18,Other,neutral
"Well, then I start using it, and I realize there are all these features I didn't even know existed",interview_18,Feature Overwhelm,neutral
"Pop-ups telling me about databases, templates, integrations, AI features",interview_18,Feature Overwhelm,neutral
"I feel like I should be using all these advanced features to be 'productive,' but I don't even understand what half of them do",interview_18,Feature Overwhelm,neutral
ignore them and stick to basic task lists,interview_18,Other,neutral
Maybe 5-10% of what the tool can do,interview_18,Other,neutral
Which makes me wonder why I'm even using this complex tool when I could just use a simpler one,interview_18,Feature Overwhelm,neutral
"But everyone says these advanced tools are 'better,' so I feel like I should figure them out",interview_18,Social Comparison Anxiety,positive
"I see people on YouTube with these beautiful, organized Notion workspaces tracking every aspect of their lives, and I can't even keep up with a basic task list for more than a week",interview_18,Social Comparison Anxiety,neutral
I start thinking 'what's wrong with me,interview_18,Other,neutral
' It's not just about the tool anymore—it's about feeling like I'm not disciplined enough or organized enough or smart enough to use it properly,interview_18,Other,neutral
Every time I open it and see that list of incomplete tasks—with all the red overdue badges—it's like a visual representation of my failures,interview_18,Productivity Guilt,negative
"And the more tasks pile up, the more paralyzed I feel",interview_18,Other,neutral
"I don't know where to start, so I just",interview_18,Prioritization Difficulty,neutral
And then the guilt gets worse,interview_18,Productivity Guilt,negative
I need something that won't make me feel bad when I fall off the wagon,interview_18,Productivity Guilt,negative
"Like, if I don't use it for three days, don't punish me with scary red notifications",interview_18,Other,neutral
gently welcome me back,interview_18,Other,neutral
"'Hey, want to add one task for today",interview_18,Other,neutral
' Not 'YOU HAVE 15 OVERDUE ITEMS,interview_18,Productivity Guilt,neutral
"Yeah, and also maybe about setting realistic expectations",interview_18,Other,neutral
Don't let me add 30 tasks on day one,interview_18,Other,neutral
Stop me and say 'let's start with three,interview_18,Other,neutral
"' Protect me from myself, you know",interview_18,Other,neutral
"Because I WILL go overboard in the honeymoon phase, and then I'll crash",interview_18,Other,neutral
I need to feel successful fast—like within the first session,interview_18,Other,positive
Not after a week of using it perfectly,interview_18,Other,positive
"If I can add a task and check it off in the first five minutes, and the app celebrates that somehow, I'd be so much more likely to come back tomorrow",interview_18,Other,neutral
please make something that doesn't make people feel stupid or inadequate,interview_18,Productivity Guilt,neutral
That's the biggest thing,interview_18,Other,neutral
"Productivity tools should empower you, not make you feel worse about yourself",interview_18,Social Comparison Anxiety,neutral
─────────────────────────────────────────────────────────────,interview_18,Other,neutral
"I'm 22 years old, and I'm a college student",interview_19,Other,neutral
I've been trying to get better at managing my tasks and projects,interview_19,Other,positive
"Yeah, I've tried Trello, Evernote, Notion",interview_19,Tool Hopping Behavior,neutral
"I get really excited at first—like, THIS is going to be the thing that changes everything",interview_19,Other,positive
"I spend the first few days adding all my tasks, color-coding things, setting up reminders",interview_19,Setup Fatigue,neutral
"I don't know, life gets busy, I miss a few days, and when I come back there's this huge list of overdue tasks with red notifications everywhere",interview_19,Productivity Guilt,neutral
"It makes me feel terrible, so I just stop opening the app",interview_19,Productivity Guilt,negative
It's like the app is judging me,interview_19,Productivity Guilt,negative
"I know that sounds silly, but seeing all those incomplete tasks just reminds me that I'm failing",interview_19,Productivity Guilt,negative
And then I feel guilty about abandoning THAT too,interview_19,Productivity Guilt,negative
"So I download the app, create an account, and then",interview_19,Other,neutral
"It's like, 'okay, now what",interview_19,Other,neutral
' I usually end up watching a 30-minute YouTube tutorial just to understand the basics,interview_19,Setup Fatigue,neutral
Then I spend another hour or two trying to recreate what I saw in the video,interview_19,Other,neutral
"By the time I'm done setting it up, I'm mentally exhausted and I haven't actually DONE anything productive yet",interview_19,Other,negative
I'm never sure if I set it up 'correctly,interview_19,Other,neutral
"' Like, am I using the right template",interview_19,Setup Fatigue,neutral
Should I use tags or folders,interview_19,Social Comparison Anxiety,neutral
Should I create separate workspaces for work and personal,interview_19,Context Switching,neutral
"There's no right answer, so I keep second-guessing myself",interview_19,Other,neutral
"I see people on YouTube with these beautiful, organized Notion workspaces tracking every aspect of their lives, and I can't even keep up with a basic task list for more than a week",interview_19,Social Comparison Anxiety,neutral
I start thinking 'what's wrong with me,interview_19,Other,neutral
' It's not just about the tool anymore—it's about feeling like I'm not disciplined enough or organized enough or smart enough to use it properly,interview_19,Other,neutral
Every time I open it and see that list of incomplete tasks—with all the red overdue badges—it's like a visual representation of my failures,interview_19,Productivity Guilt,negative
"And the more tasks pile up, the more paralyzed I feel",interview_19,Other,neutral
"I don't know where to start, so I just",interview_19,Prioritization Difficulty,neutral
And then the guilt gets worse,interview_19,Productivity Guilt,negative
I need something that won't make me feel bad when I fall off the wagon,interview_19,Productivity Guilt,negative
"Like, if I don't use it for three days, don't punish me with scary red notifications",interview_19,Other,neutral
gently welcome me back,interview_19,Other,neutral
"'Hey, want to add one task for today",interview_19,Other,neutral
' Not 'YOU HAVE 15 OVERDUE ITEMS,interview_19,Productivity Guilt,neutral
"Yeah, and also maybe about setting realistic expectations",interview_19,Other,neutral
Don't let me add 30 tasks on day one,interview_19,Other,neutral
Stop me and say 'let's start with three,interview_19,Other,neutral
"' Protect me from myself, you know",interview_19,Other,neutral
"Because I WILL go overboard in the honeymoon phase, and then I'll crash",interview_19,Other,neutral
I need to feel successful fast—like within the first session,interview_19,Other,positive
Not after a week of using it perfectly,interview_19,Other,positive
"If I can add a task and check it off in the first five minutes, and the app celebrates that somehow, I'd be so much more likely to come back tomorrow",interview_19,Other,neutral
please make something that doesn't make people feel stupid or inadequate,interview_19,Productivity Guilt,neutral
That's the biggest thing,interview_19,Other,neutral
"Productivity tools should empower you, not make you feel worse about yourself",interview_19,Social Comparison Anxiety,neutral
─────────────────────────────────────────────────────────────,interview_19,Other,neutral
"I'm 25 years old, and I'm a engineering student / young professional",interview_20,Other,neutral
I've been trying to get better at managing my tasks and projects,interview_20,Other,positive
"Oh yes, I've tried so many",interview_20,Tool Hopping Behavior,neutral
"Todoist, Notion, Microsoft To Do, ClickUp",interview_20,Other,neutral
probably more that I'm forgetting,interview_20,Other,neutral
I'm always looking for the 'perfect' system,interview_20,Tool Hopping Behavior,positive
"I spend hours watching YouTube tutorials and setting things up, but somehow I never stick with any of them for more than a couple weeks",interview_20,Setup Fatigue,neutral
"Like, I spend so much time organizing and reorganizing that I barely get any actual work done",interview_20,Other,neutral
"And then I see all these unfinished tasks piling up, and it feels overwhelming",interview_20,Feature Overwhelm,negative
So I think 'maybe this tool isn't right for me' and I try another one,interview_20,Tool Hopping Behavior,neutral
"So I download the app, create an account, and then",interview_20,Other,neutral
"It's like, 'okay, now what",interview_20,Other,neutral
' I usually end up watching a 30-minute YouTube tutorial just to understand the basics,interview_20,Setup Fatigue,neutral
Then I spend another hour or two trying to recreate what I saw in the video,interview_20,Other,neutral
"By the time I'm done setting it up, I'm mentally exhausted and I haven't actually DONE anything productive yet",interview_20,Other,negative
I'm never sure if I set it up 'correctly,interview_20,Other,neutral
"' Like, am I using the right template",interview_20,Setup Fatigue,neutral
Should I use tags or folders,interview_20,Social Comparison Anxiety,neutral
Should I create separate workspaces for work and personal,interview_20,Context Switching,neutral
"There's no right answer, so I keep second-guessing myself",interview_20,Other,neutral
"I see people on YouTube with these beautiful, organized Notion workspaces tracking every aspect of their lives, and I can't even keep up with a basic task list for more than a week",interview_20,Social Comparison Anxiety,neutral
I start thinking 'what's wrong with me,interview_20,Other,neutral
' It's not just about the tool anymore—it's about feeling like I'm not disciplined enough or organized enough or smart enough to use it properly,interview_20,Other,neutral
Every time I open it and see that list of incomplete tasks—with all the red overdue badges—it's like a visual representation of my failures,interview_20,Productivity Guilt,negative
"And the more tasks pile up, the more paralyzed I feel",interview_20,Other,neutral
"I don't know where to start, so I just",interview_20,Prioritization Difficulty,neutral
And then the guilt gets worse,interview_20,Productivity Guilt,negative
I think I need something that just,interview_20,Other,neutral
"Show me three things to do today, that's it",interview_20,Other,neutral
Don't give me a hundred options until I ask for them,interview_20,Feature Overwhelm,neutral
And maybe guide me through setup instead of throwing me into an empty workspace,interview_20,Setup Fatigue,neutral
"Like, 'here's your first task, let's add it together",interview_20,Other,neutral
' Make it feel less like I'm building a system and more like I'm just getting started,interview_20,Setup Fatigue,neutral
"Start with the absolute basics—just tasks—and then as I use it, maybe introduce ONE new feature at a time",interview_20,Other,neutral
"'Hey, looks like you're using this a lot, would tags help you",interview_20,Other,positive
"The tool should feel like a partner, not a judge",interview_20,Productivity Guilt,negative
"Maybe hide completed tasks by default so I see what I've accomplished, not what I haven't",interview_20,Other,positive
"Or limit how many tasks I can see at once—like, force me to focus on three things instead of showing me all 50",interview_20,Prioritization Difficulty,neutral
Sometimes constraints are actually freeing,interview_20,Other,neutral
please make something that doesn't make people feel stupid or inadequate,interview_20,Productivity Guilt,neutral
That's the biggest thing,interview_20,Other,neutral
"Productivity tools should empower you, not make you feel worse about yourself",interview_20,Social Comparison Anxiety,neutral
─────────────────────────────────────────────────────────────,interview_20,Other,neutral
"I'm 20 years old, and I'm a college student",interview_21,Other,neutral
I've been trying to get better at managing my tasks and projects,interview_21,Other,positive
"Yeah, I've tried ClickUp, Notion, Google Keep",interview_21,Tool Hopping Behavior,neutral
"I get really excited at first—like, THIS is going to be the thing that changes everything",interview_21,Other,positive
"I spend the first few days adding all my tasks, color-coding things, setting up reminders",interview_21,Setup Fatigue,neutral
"I don't know, life gets busy, I miss a few days, and when I come back there's this huge list of overdue tasks with red notifications everywhere",interview_21,Productivity Guilt,neutral
"It makes me feel terrible, so I just stop opening the app",interview_21,Productivity Guilt,negative
It's like the app is judging me,interview_21,Productivity Guilt,negative
"I know that sounds silly, but seeing all those incomplete tasks just reminds me that I'm failing",interview_21,Productivity Guilt,negative
And then I feel guilty about abandoning THAT too,interview_21,Productivity Guilt,negative
"So I download the app, create an account, and then",interview_21,Other,neutral
"It's like, 'okay, now what",interview_21,Other,neutral
' I usually end up watching a 30-minute YouTube tutorial just to understand the basics,interview_21,Setup Fatigue,neutral
Then I spend another hour or two trying to recreate what I saw in the video,interview_21,Other,neutral
"By the time I'm done setting it up, I'm mentally exhausted and I haven't actually DONE anything productive yet",interview_21,Other,negative
I'm never sure if I set it up 'correctly,interview_21,Other,neutral
"' Like, am I using the right template",interview_21,Setup Fatigue,neutral
Should I use tags or folders,interview_21,Social Comparison Anxiety,neutral
Should I create separate workspaces for work and personal,interview_21,Context Switching,neutral
"There's no right answer, so I keep second-guessing myself",interview_21,Other,neutral
"I see people on YouTube with these beautiful, organized Notion workspaces tracking every aspect of their lives, and I can't even keep up with a basic task list for more than a week",interview_21,Social Comparison Anxiety,neutral
I start thinking 'what's wrong with me,interview_21,Other,neutral
' It's not just about the tool anymore—it's about feeling like I'm not disciplined enough or organized enough or smart enough to use it properly,interview_21,Other,neutral
Every time I open it and see that list of incomplete tasks—with all the red overdue badges—it's like a visual representation of my failures,interview_21,Productivity Guilt,negative
"And the more tasks pile up, the more paralyzed I feel",interview_21,Other,neutral
"I don't know where to start, so I just",interview_21,Prioritization Difficulty,neutral
And then the guilt gets worse,interview_21,Productivity Guilt,negative
I need something that won't make me feel bad when I fall off the wagon,interview_21,Productivity Guilt,negative
"Like, if I don't use it for three days, don't punish me with scary red notifications",interview_21,Other,neutral
gently welcome me back,interview_21,Other,neutral
"'Hey, want to add one task for today",interview_21,Other,neutral
' Not 'YOU HAVE 15 OVERDUE ITEMS,interview_21,Productivity Guilt,neutral
"Yeah, and also maybe about setting realistic expectations",interview_21,Other,neutral
Don't let me add 30 tasks on day one,interview_21,Other,neutral
Stop me and say 'let's start with three,interview_21,Other,neutral
"' Protect me from myself, you know",interview_21,Other,neutral
"Because I WILL go overboard in the honeymoon phase, and then I'll crash",interview_21,Other,neutral
I need to feel successful fast—like within the first session,interview_21,Other,positive
Not after a week of using it perfectly,interview_21,Other,positive
"If I can add a task and check it off in the first five minutes, and the app celebrates that somehow, I'd be so much more likely to come back tomorrow",interview_21,Other,neutral
please make something that doesn't make people feel stupid or inadequate,interview_21,Productivity Guilt,neutral
That's the biggest thing,interview_21,Other,neutral
"Productivity tools should empower you, not make you feel worse about yourself",interview_21,Social Comparison Anxiety,neutral
─────────────────────────────────────────────────────────────,interview_21,Other,neutral
"I'm 21 years old, and I'm a engineering student / young professional",interview_22,Other,neutral
I've been trying to get better at managing my tasks and projects,interview_22,Other,positive
"Oh yes, I've tried so many",interview_22,Tool Hopping Behavior,neutral
"Microsoft To Do, ClickUp, Google Keep",interview_22,Other,neutral
probably more that I'm forgetting,interview_22,Other,neutral
I'm always looking for the 'perfect' system,interview_22,Tool Hopping Behavior,positive
"I spend hours watching YouTube tutorials and setting things up, but somehow I never stick with any of them for more than a couple weeks",interview_22,Setup Fatigue,neutral
"Like, I spend so much time organizing and reorganizing that I barely get any actual work done",interview_22,Other,neutral
"And then I see all these unfinished tasks piling up, and it feels overwhelming",interview_22,Feature Overwhelm,negative
So I think 'maybe this tool isn't right for me' and I try another one,interview_22,Tool Hopping Behavior,neutral
"Well, then I start using it, and I realize there are all these features I didn't even know existed",interview_22,Feature Overwhelm,neutral
"Pop-ups telling me about databases, templates, integrations, AI features",interview_22,Feature Overwhelm,neutral
"I feel like I should be using all these advanced features to be 'productive,' but I don't even understand what half of them do",interview_22,Feature Overwhelm,neutral
ignore them and stick to basic task lists,interview_22,Other,neutral
Maybe 5-10% of what the tool can do,interview_22,Other,neutral
Which makes me wonder why I'm even using this complex tool when I could just use a simpler one,interview_22,Feature Overwhelm,neutral
"But everyone says these advanced tools are 'better,' so I feel like I should figure them out",interview_22,Social Comparison Anxiety,positive
"I see people on YouTube with these beautiful, organized Notion workspaces tracking every aspect of their lives, and I can't even keep up with a basic task list for more than a week",interview_22,Social Comparison Anxiety,neutral
I start thinking 'what's wrong with me,interview_22,Other,neutral
' It's not just about the tool anymore—it's about feeling like I'm not disciplined enough or organized enough or smart enough to use it properly,interview_22,Other,neutral
Every time I open it and see that list of incomplete tasks—with all the red overdue badges—it's like a visual representation of my failures,interview_22,Productivity Guilt,negative
"And the more tasks pile up, the more paralyzed I feel",interview_22,Other,neutral
"I don't know where to start, so I just",interview_22,Prioritization Difficulty,neutral
And then the guilt gets worse,interview_22,Productivity Guilt,negative
I think I need something that just,interview_22,Other,neutral
"Show me three things to do today, that's it",interview_22,Other,neutral
Don't give me a hundred options until I ask for them,interview_22,Feature Overwhelm,neutral
And maybe guide me through setup instead of throwing me into an empty workspace,interview_22,Setup Fatigue,neutral
"Like, 'here's your first task, let's add it together",interview_22,Other,neutral
' Make it feel less like I'm building a system and more like I'm just getting started,interview_22,Setup Fatigue,neutral
"Start with the absolute basics—just tasks—and then as I use it, maybe introduce ONE new feature at a time",interview_22,Other,neutral
"'Hey, looks like you're using this a lot, would tags help you",interview_22,Other,positive
"The tool should feel like a partner, not a judge",interview_22,Productivity Guilt,negative
"Maybe hide completed tasks by default so I see what I've accomplished, not what I haven't",interview_22,Other,positive
"Or limit how many tasks I can see at once—like, force me to focus on three things instead of showing me all 50",interview_22,Prioritization Difficulty,neutral
Sometimes constraints are actually freeing,interview_22,Other,neutral
please make something that doesn't make people feel stupid or inadequate,interview_22,Productivity Guilt,neutral
That's the biggest thing,interview_22,Other,neutral
"Productivity tools should empower you, not make you feel worse about yourself",interview_22,Social Comparison Anxiety,neutral
─────────────────────────────────────────────────────────────,interview_22,Other,neutral
